beneficiary_id,household_size,municipality_code,program,amount_eur,joined_date,last_updated
1982,4,AA008,housing_support,946.51,2020-12-31,2022-09-29
1463,8,AA017,food_subsidy,2090.94,2023-04-10,2025-08-10
1845,5,AA015,food_subsidy,983.55,2025-07-20,
1904,2,AA007,housing_support,309.54,2022-05-20,2021-03-27
1981,2,AA004,family_allowance,762.26,2025-10-26,2019-09-09
1974,1,AA010,housing_support,2426.98,2024-01-27,
1021,5,AA007,family_allowance,152.89,2020-08-09,2023-10-30
1862,8,AA015,housing_support,1461.4,2021-06-09,2020-11-30
1994,5,AA002,family_allowance,947.49,2023-02-11,
1292,3,AA006,food_subsidy,1762.86,2025-06-22,2019-10-23
1993,6,AA010,housing_support,2250.35,2024-06-07,2024-05-04
1490,1,AA005,food_subsidy,1422.3,2021-06-15,2024-12-04
1861,4,AA015,housing_support,321.95,2018-08-14,2020-03-10
1539,4,AA009,family_allowance,154.12,2024-01-15,2025-08-05
1325,1,AA012,housing_support,455.07,2022-10-18,2022-03-08
1315,8,AA018,family_allowance,617.67,2022-12-25,2022-08-30
1295,3,AA014,food_subsidy,2251.43,2019-07-26,2024-09-15
1569,8,AA019,family_allowance,578.22,2022-04-13,2023-07-03
1842,5,AA019,housing_support,1285.84,2026-04-19,2018-04-20
1483,2,AA010,housing_support,530.49,2025-09-18,2018-04-27
1613,6,AA019,housing_support,1457.38,2020-11-22,2023-05-04
1710,2,AA012,food_subsidy,1859.1,2018-03-13,2019-10-30
1365,3,AA002,housing_support,966.79,2025-02-19,
1958,2,AA017,family_allowance,1939.46,2020-01-21,2024-09-18
1893,6,AA010,housing_support,1745.06,2025-09-20,2023-12-29
1360,3,AA001,family_allowance,1343.61,2022-03-08,2022-08-15
1932,3,AA004,family_allowance,470.93,2020-06-24,2024-04-07
1544,2,AA014,housing_support,2298.47,2019-04-23,2018-03-13
1491,6,AA010,food_subsidy,970.16,2022-12-16,2024-09-13
1029,2,AA008,family_allowance,2156.36,2019-08-07,2021-06-13
1435,2,AA003,family_allowance,1959.26,2022-11-02,2019-03-18
1044,2,AA010,food_subsidy,124.65,2019-01-31,2024-09-30
1686,6,AA001,family_allowance,449.34,2021-02-10,
1799,4,AA017,food_subsidy,264.01,2024-06-26,2023-12-07
1196,5,AA006,food_subsidy,110.39,2026-02-19,2020-05-26
1689,2,AA006,housing_support,2455.12,2022-10-04,2020-07-21
1779,6,AA004,housing_support,364.76,2019-07-11,2022-01-19
1290,8,AA020,food_subsidy,848.82,2022-12-24,2022-07-27
1297,7,AA007,family_allowance,2247.41,2023-05-03,
1107,7,AA015,food_subsidy,1680.52,2018-12-15,2022-06-06
1711,2,AA006,family_allowance,972.9,2020-03-26,2024-09-02
1125,4,AA014,food_subsidy,1297.86,2026-01-01,2024-08-28
1820,7,AA012,housing_support,1700.02,2022-07-15,
1110,2,AA009,housing_support,1293.46,2025-01-17,
1054,2,AA016,food_subsidy,164.2,2020-01-04,2025-08-14
1769,8,AA015,family_allowance,804.55,2023-08-02,2020-12-07
1385,8,AA015,family_allowance,178.86,2024-03-30,2021-05-26
1400,5,AA016,food_subsidy,2430.09,2024-12-01,2021-03-11
1328,1,AA001,food_subsidy,208.28,2022-02-09,2026-04-28
1912,6,AA013,family_allowance,1127.56,2022-01-03,2018-08-20
1581,7,AA009,family_allowance,1770.3,2024-08-05,2021-07-20
1508,6,AA006,food_subsidy,818.85,2022-11-21,2025-02-15
1806,2,AA018,family_allowance,789.65,2018-07-14,2024-06-07
1760,2,AA019,family_allowance,1520.48,2021-01-24,2023-12-16
1437,4,AA012,family_allowance,1663.69,2021-05-21,2021-05-13
1257,8,AA018,family_allowance,2214.15,2025-01-15,2020-02-04
1478,5,AA018,food_subsidy,2146.66,2022-11-12,
1933,2,AA007,housing_support,740.64,2021-03-21,2020-11-16
1703,4,AA013,family_allowance,372.54,2020-02-26,2021-06-25
1163,5,AA005,family_allowance,720.15,2021-02-11,2019-12-22
1887,2,AA014,housing_support,1712.01,2019-01-05,2026-02-14
1754,7,AA008,housing_support,623.22,2019-03-14,2021-01-29
1418,5,AA019,family_allowance,1276.86,2022-03-15,2019-04-08
1371,8,AA012,housing_support,150.58,2024-10-17,2026-04-17
1245,5,AA018,housing_support,842.24,2025-11-09,2025-09-07
1008,7,AA009,housing_support,316.6,2020-08-22,2019-10-19
1646,6,AA014,family_allowance,757.69,2018-11-25,2023-07-07
1897,2,AA006,food_subsidy,726.33,2018-09-29,2024-10-02
1028,1,AA006,food_subsidy,1164.17,2025-03-10,2022-06-30
1643,5,AA011,food_subsidy,297.36,2019-10-09,2026-01-01
1846,6,AA010,family_allowance,302.56,2022-02-14,2022-03-26
1945,4,AA003,housing_support,575.84,2025-11-12,2018-07-23
1174,2,AA001,food_subsidy,1362.01,2023-02-02,2023-07-18
1272,5,AA016,housing_support,412.48,2020-04-26,2021-03-05
1193,7,AA006,housing_support,2001.91,2018-04-28,2020-12-08
1725,7,AA020,housing_support,275.33,2024-03-31,2021-09-25
1612,1,AA001,housing_support,1310.9,2022-04-10,2022-06-05
1479,3,AA003,housing_support,1804.61,2022-11-09,2019-04-24
1369,7,AA010,housing_support,1571.04,2020-12-16,2022-11-20
1914,3,AA011,food_subsidy,2486.96,2019-09-12,2025-05-16
1187,1,AA016,housing_support,492.53,2023-03-29,2023-07-21
1574,8,AA015,housing_support,369.98,2026-01-27,2019-05-22
1785,3,AA014,family_allowance,690.78,2023-08-03,2021-09-08
1951,2,AA011,family_allowance,169.3,2023-03-01,2025-05-25
1289,6,AA002,food_subsidy,269.74,2024-10-02,2022-06-22
1669,3,AA004,housing_support,1278.03,2022-11-06,2021-06-24
1447,2,AA016,housing_support,456.66,2019-06-08,2021-05-15
1564,2,AA002,food_subsidy,358.32,2022-10-07,2023-03-19
1304,6,AA019,food_subsidy,1192.0,2025-07-08,2020-12-21
1175,8,AA015,food_subsidy,1072.22,2025-05-18,
1665,4,AA014,food_subsidy,2159.65,2024-01-16,2021-05-17
1924,3,AA015,housing_support,1231.57,2023-01-16,2020-04-04
1583,7,AA002,housing_support,118.9,2025-01-26,2022-11-04
1019,7,AA019,housing_support,1427.81,2021-01-02,2022-09-05
1740,7,AA014,food_subsidy,1666.0,2022-01-15,2019-10-26
1047,5,AA005,food_subsidy,2196.87,2024-10-11,2025-12-03
1113,2,AA020,food_subsidy,1977.18,2019-02-22,2018-06-21
1299,8,AA017,housing_support,1858.12,2019-02-11,2022-01-29
1771,7,AA008,family_allowance,2024.24,2022-08-21,
1919,8,AA017,food_subsidy,968.26,2018-05-02,2018-02-10
1825,2,AA003,housing_support,855.53,2019-11-05,2022-05-30
1777,1,AA005,food_subsidy,238.74,2025-01-31,
1896,5,AA014,housing_support,2225.88,2025-11-10,2021-05-31
1921,3,AA013,housing_support,1645.31,2024-02-08,2024-12-07
1667,8,AA012,food_subsidy,1070.81,2020-03-19,2018-12-12
1736,3,AA017,food_subsidy,781.43,2019-01-16,2021-07-02
1127,8,AA010,food_subsidy,1868.46,2023-01-31,2020-08-25
1824,4,AA012,housing_support,782.89,2026-01-07,2019-07-28
1528,4,AA012,housing_support,335.17,2025-12-24,2022-08-15
1909,3,AA016,family_allowance,1170.79,2022-02-21,2022-07-08
1220,3,AA016,family_allowance,393.59,2021-11-29,2018-07-03
1554,1,AA019,food_subsidy,554.55,2023-05-04,2018-03-18
1956,1,AA011,housing_support,533.22,2018-04-09,2021-07-23
1263,2,AA004,family_allowance,1400.27,2021-03-14,2020-11-12
1416,2,AA016,family_allowance,1077.99,2020-08-15,
1001,8,AA020,housing_support,1667.34,2019-11-17,2023-05-30
1389,6,AA007,food_subsidy,2117.64,2021-02-26,2026-04-16
1071,5,AA003,housing_support,1776.23,2019-07-27,2021-02-18
1442,4,AA020,food_subsidy,2397.8,2021-07-27,2021-11-04
1470,6,AA001,food_subsidy,420.94,2018-01-09,2018-01-18
1923,1,AA006,housing_support,1433.9,2025-10-23,2022-05-28
1031,8,AA004,housing_support,2432.89,2022-03-22,2022-01-06
1831,1,AA004,housing_support,989.15,2020-03-01,2020-06-26
1198,3,AA003,food_subsidy,407.79,2018-09-24,2024-05-23
1076,4,AA007,family_allowance,890.14,2018-09-15,2019-02-01
1938,1,AA013,housing_support,2236.2,2025-10-11,2019-06-07
1104,1,AA018,family_allowance,807.8,2022-04-12,2024-12-03
1521,5,AA012,housing_support,1255.36,2024-12-18,2020-09-22
1058,4,AA017,food_subsidy,2160.89,2022-09-25,2020-03-31
1428,6,AA006,family_allowance,1190.33,2018-06-22,2018-01-16
1809,2,AA006,food_subsidy,1031.48,2025-03-27,2022-03-13
1509,6,AA009,housing_support,159.32,2022-12-15,2025-03-28
1077,6,AA003,housing_support,2122.25,2023-10-02,2018-11-17
1865,5,AA007,food_subsidy,1549.68,2019-07-19,
1733,5,AA001,housing_support,776.43,2021-11-20,2022-07-13
1571,1,AA012,family_allowance,1486.02,2019-06-10,2026-04-11
1142,3,AA011,food_subsidy,1611.61,2024-10-05,
1282,4,AA001,family_allowance,1169.76,2022-06-24,2020-10-08
1093,5,AA015,housing_support,1780.76,2025-12-24,2022-05-21
1870,3,AA014,family_allowance,530.99,2024-12-05,2023-02-19
1715,2,AA013,food_subsidy,2369.65,2020-09-08,2019-10-09
1855,3,AA006,family_allowance,1097.63,2019-03-18,2021-08-14
1015,7,AA011,family_allowance,1034.05,2023-02-23,2025-05-19
1303,4,AA005,housing_support,590.52,2018-06-05,2026-02-18
1649,3,AA007,family_allowance,320.22,2024-08-24,2020-04-17
1072,7,AA002,family_allowance,1023.58,2024-05-05,2022-11-23
1795,6,AA005,housing_support,1896.95,2022-06-19,2018-01-27
1716,4,AA012,housing_support,1584.04,2025-05-22,2023-10-11
1017,6,AA002,food_subsidy,881.26,2022-12-25,2023-06-08
1877,2,AA013,housing_support,1557.22,2025-12-26,2023-11-01
1717,1,AA006,housing_support,1845.75,2021-05-10,
1796,8,AA013,housing_support,1617.6,2022-12-29,2019-05-07
1684,4,AA001,food_subsidy,1475.16,2024-06-03,2025-10-12
1131,4,AA006,family_allowance,1449.99,2018-05-24,2019-05-26
1458,3,AA011,housing_support,964.76,2022-10-31,2025-12-29
